IncidntNum,Category,Descript,DayOfWeek,Date,Time,PdDistrict,Resolution,Address,X,Y,Location,PdId
160143128,ASSAULT,BATTERY WITH SERIOUS INJURIES,Wednesday,02/17/2016 12:00:00 AM,16:00,RICHMOND,"ARREST, BOOKED",400 Block of 30TH AV,-122.4900934,37.78079208,"(37.7807920840194, -122.490093437359)",1.60143E+13
160286132,ASSAULT,AGGRAVATED ASSAULT ON POLICE OFFICER WITH A KNIFE,Thursday,04-07-2016 00:00,09:55,MISSION,NONE,SHOTWELL ST / 19TH ST,-122.4159298,37.760433,"(37.7604330003754, -122.415929849548)",1.60286E+13
160286148,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Monday,04-04-2016 00:00,10:00,PARK,NONE,0 Block of PARKRIDGE DR,-122.4456542,37.75118546,"(37.7511854627184, -122.445654195374)",1.60286E+13
160286154,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Wednesday,04-06-2016 00:00,17:30,CENTRAL,NONE,500 Block of CALIFORNIA ST,-122.4033225,37.79283662,"(37.7928366196806, -122.403322520128)",1.60286E+13
160286154,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,04-06-2016 00:00,17:30,CENTRAL,NONE,500 Block of CALIFORNIA ST,-122.4033225,37.79283662,"(37.7928366196806, -122.403322520128)",1.60286E+13
160286160,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Thursday,04-07-2016 00:00,07:45,INGLESIDE,NONE,0 Block of BALTIMORE WY,-122.431044,37.70992929,"(37.7099292946118, -122.431044009405)",1.60286E+13
160143128,SECONDARY CODES,JUVENILE INVOLVED,Wednesday,02/17/2016 12:00:00 AM,16:00,RICHMOND,"ARREST, BOOKED",400 Block of 30TH AV,-122.4900934,37.78079208,"(37.7807920840194, -122.490093437359)",1.60143E+13
160143128,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Wednesday,02/17/2016 12:00:00 AM,16:00,RICHMOND,"ARREST, BOOKED",400 Block of 30TH AV,-122.4900934,37.78079208,"(37.7807920840194, -122.490093437359)",1.60143E+13
160143134,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Wednesday,02/17/2016 12:00:00 AM,15:20,NORTHERN,"ARREST, BOOKED",1800 Block of STEINER ST,-122.4349452,37.786361,"(37.7863610025496, -122.434945177805)",1.60143E+13
160286176,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,04-07-2016 00:00,08:45,RICHMOND,NONE,1300 Block of LYON ST,-122.4446549,37.78340294,"(37.7834029397974, -122.444654875848)",1.60286E+13
160286182,OTHER OFFENSES,"COMPUTER SYSTEM, ACCESSING, COPYING, OR DAMAGING",Thursday,04-07-2016 00:00,08:32,INGLESIDE,NONE,300 Block of ORDWAY ST,-122.4040372,37.71948295,"(37.7194829515563, -122.40403720006)",1.60286E+13
160286198,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Thursday,04-07-2016 00:00,10:30,TENDERLOIN,NONE,TURK ST / JONES ST,-122.4124143,37.7830038,"(37.7830037964534, -122.412414263581)",1.60286E+13
160286201,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,04-07-2016 00:00,11:31,MISSION,"ARREST, BOOKED",GUERRERO ST / 16TH ST,-122.4241043,37.76478282,"(37.7647828165893, -122.424104315404)",1.60286E+13
160286223,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Thursday,04-07-2016 00:00,10:45,NORTHERN,NONE,2200 Block of FILLMORE ST,-122.4340485,37.79029113,"(37.7902911264768, -122.434048464904)",1.60286E+13
160286239,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Thursday,04-07-2016 00:00,10:45,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.4125153,37.78047775,"(37.7804777480508, -122.412515341356)",1.60286E+13
160286273,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,04-07-2016 00:00,11:14,SOUTHERN,NONE,600 Block of NATOMA ST,-122.4111182,37.77756071,"(37.7775607137405, -122.411118243435)",1.60286E+13
160332177,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Friday,04/22/2016 12:00:00 AM,21:48,BAYVIEW,NONE,MEADE AV / 3RD ST,-122.3979828,37.71817908,"(37.7181790803666, -122.397982846671)",1.60332E+13
160143219,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Monday,02/15/2016 12:00:00 AM,21:30,BAYVIEW,NONE,0 Block of GARLINGTON CT,-122.3843969,37.7325071,"(37.7325070966122, -122.384396871119)",1.60143E+13
160143219,ASSAULT,ELDER ADULT OR DEPENDENT ABUSE (NOT EMBEZZLEMENT OR THEFT),Monday,02/15/2016 12:00:00 AM,21:30,BAYVIEW,NONE,0 Block of GARLINGTON CT,-122.3843969,37.7325071,"(37.7325070966122, -122.384396871119)",1.60143E+13
160143225,VEHICLE THEFT,STOLEN MOTORCYCLE,Wednesday,02-03-2016 00:00,22:00,NORTHERN,NONE,100 Block of FILLMORE ST,-122.4300533,37.7704904,"(37.7704904048016, -122.430053299751)",1.60143E+13
160143231,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Wednesday,02/17/2016 12:00:00 AM,17:30,NORTHERN,NONE,WEBSTER ST / SUTTER ST,-122.4315532,37.78630399,"(37.7863039907166, -122.431553200196)",1.60143E+13
160143247,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,02/17/2016 12:00:00 AM,06:30,TARAVAL,NONE,JUNIPERO SERRA BL / HOLLOWAY AV,-122.4723219,37.72162217,"(37.7216221726261, -122.472321912705)",1.60143E+13
160143253,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Wednesday,02/17/2016 12:00:00 AM,19:30,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.4076335,37.78418935,"(37.7841893501425, -122.407633520742)",1.60143E+13
160286295,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,04-07-2016 00:00,11:10,TENDERLOIN,NONE,400 Block of TURK ST,-122.416343,37.78244651,"(37.7824465135592, -122.416342977622)",1.60286E+13
160286314,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Thursday,04-07-2016 00:00,11:10,SOUTHERN,"ARREST, BOOKED",MERLIN ST / HARRISON ST,-122.4023891,37.77860338,"(37.7786033804946, -122.4023891145)",1.60286E+13
160286314,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,04-07-2016 00:00,11:10,SOUTHERN,"ARREST, BOOKED",MERLIN ST / HARRISON ST,-122.4023891,37.77860338,"(37.7786033804946, -122.4023891145)",1.60286E+13
160143394,VEHICLE THEFT,STOLEN AUTOMOBILE,Wednesday,02/17/2016 12:00:00 AM,19:00,NORTHERN,NONE,BUCHANAN ST / POST ST,-122.4297929,37.78556093,"(37.7855609320034, -122.429792899837)",1.60143E+13
160143407,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,02/17/2016 12:00:00 AM,20:36,TENDERLOIN,"ARREST, BOOKED",500 Block of ELLIS ST,-122.415436,37.78458513,"(37.784585134714, -122.415436031905)",1.60143E+13
160143651,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Wednesday,02/17/2016 12:00:00 AM,16:00,CENTRAL,NONE,STOCKTON ST / GREEN ST,-122.409017,37.79948807,"(37.7994880717633, -122.409017007613)",1.60144E+13
160143651,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,02/17/2016 12:00:00 AM,16:00,CENTRAL,NONE,STOCKTON ST / GREEN ST,-122.409017,37.79948807,"(37.7994880717633, -122.409017007613)",1.60144E+13
160143667,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Wednesday,02/17/2016 12:00:00 AM,22:35,SOUTHERN,NONE,800 Block of JESSIE ST,-122.4158855,37.77619289,"(37.7761928882665, -122.415885544394)",1.60144E+13
160286370,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Thursday,04-07-2016 00:00,11:46,SOUTHERN,NONE,2ND ST / BRANNAN ST,-122.3920823,37.78184577,"(37.7818457722573, -122.392082305321)",1.60286E+13
160286386,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Wednesday,04-06-2016 00:00,16:00,CENTRAL,NONE,600 Block of CALIFORNIA ST,-122.4058071,37.79252291,"(37.7925229095132, -122.405807103931)",1.60286E+13
160286405,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Thursday,04-07-2016 00:00,04:26,MISSION,NONE,2700 Block of 24TH ST,-122.4068136,37.75299053,"(37.7529905294566, -122.406813640773)",1.60286E+13
160286411,ASSAULT,BATTERY,Thursday,04-07-2016 00:00,11:28,BAYVIEW,"ARREST, BOOKED",1400 Block of EGBERT AV,-122.3938191,37.72327681,"(37.7232768148226, -122.393819112303)",1.60286E+13
160286411,TRESPASS,TRESPASSING,Thursday,04-07-2016 00:00,11:28,BAYVIEW,"ARREST, BOOKED",1400 Block of EGBERT AV,-122.3938191,37.72327681,"(37.7232768148226, -122.393819112303)",1.60286E+13
160247316,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,03/25/2016 12:00:00 AM,10:20,SOUTHERN,"ARREST, BOOKED",0 Block of UNITEDNATIONS PZ,-122.4143179,37.77994441,"(37.7799444052046, -122.414317857881)",1.60247E+13
160247322,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Friday,03/25/2016 12:00:00 AM,10:09,MISSION,NONE,3700 Block of 18TH ST,-122.4272424,37.76141181,"(37.7614118083919, -122.427242380192)",1.60247E+13
160286477,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,04-05-2016 00:00,09:00,INGLESIDE,NONE,1900 Block of SAN JOSE AV,-122.441942,37.7262273,"(37.7262272967536, -122.441942030806)",1.60286E+13
160286483,ASSAULT,THREATS AGAINST LIFE,Wednesday,04-06-2016 00:00,10:30,CENTRAL,NONE,300 Block of THE EMBARCADERONORTH ST,-122.3963744,37.79805325,"(37.7980532528058, -122.396374439116)",1.60286E+13
160286499,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,04-07-2016 00:00,11:55,NORTHERN,NONE,100 Block of MAGNOLIA ST,-122.4337127,37.8007197,"(37.8007196966477, -122.433712659259)",1.60286E+13
160286502,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,04-07-2016 00:00,12:00,SOUTHERN,NONE,400 Block of 3RD ST,-122.3970474,37.78236146,"(37.7823614642502, -122.397047350092)",1.60287E+13
160286518,ASSAULT,BATTERY,Thursday,04-07-2016 00:00,12:25,SOUTHERN,NONE,200 Block of KING ST,-122.3931106,37.77731032,"(37.7773103219698, -122.393110640713)",1.60287E+13
160286524,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Wednesday,04-06-2016 00:00,10:30,NORTHERN,NONE,LARKIN ST / GEARY ST,-122.4180908,37.78610075,"(37.7861007451645, -122.418090766692)",1.60287E+13
160286530,ASSAULT,THREATS AGAINST LIFE,Saturday,03/19/2016 12:00:00 AM,04:00,INGLESIDE,NONE,100 Block of GUTTENBERG ST,-122.4435863,37.71115833,"(37.7111583324271, -122.443586327721)",1.60287E+13
160286546,ASSAULT,BATTERY,Wednesday,04-06-2016 00:00,22:19,BAYVIEW,NONE,4700 Block of 3RD ST,-122.3906896,37.73521723,"(37.7352172280077, -122.390689582557)",1.60287E+13
160332616,OTHER OFFENSES,OPEN CONTAINER OF ALCOHOL IN VEHICLE,Saturday,04/23/2016 12:00:00 AM,02:11,RICHMOND,"ARREST, BOOKED",700 Block of 10TH AV,-122.4680208,37.77422411,"(37.7742241139372, -122.46802079893)",1.60333E+13
160332638,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,04/23/2016 12:00:00 AM,02:20,MISSION,NONE,24TH ST / MISSION ST,-122.4184482,37.75223917,"(37.7522391652625, -122.418448186101)",1.60333E+13
160854789,ASSAULT,BATTERY WITH SERIOUS INJURIES,Thursday,10/20/2016 12:00:00 AM,11:40,TARAVAL,"ARREST, BOOKED",1500 Block of OCEAN AV,-122.458738,37.72434767,"(37.724347674915, -122.458737959025)",1.60855E+13
160854789,NON-CRIMINAL,SEARCH WARRANT SERVICE,Thursday,10/20/2016 12:00:00 AM,11:40,TARAVAL,"ARREST, BOOKED",1500 Block of OCEAN AV,-122.458738,37.72434767,"(37.724347674915, -122.458737959025)",1.60855E+13
160854836,WEAPON LAWS,SUSPICIOUS PACKAGE,Thursday,10/20/2016 12:00:00 AM,10:54,SOUTHERN,NONE,400 Block of 7TH ST,-122.4051874,37.77455293,"(37.7745529324018, -122.405187364125)",1.60855E+13
160286574,VEHICLE THEFT,STOLEN MOTORCYCLE,Sunday,03/27/2016 12:00:00 AM,10:00,SOUTHERN,NONE,SHERMAN ST / CLEVELAND ST,-122.4064723,37.77696344,"(37.7769634424169, -122.406472333764)",1.60287E+13
160286580,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,04-07-2016 00:00,12:37,SOUTHERN,"ARREST, BOOKED",HARRISON ST / MORRIS ST,-122.4035323,37.77770042,"(37.7777004247867, -122.403532272846)",1.60287E+13
160286596,ROBBERY,"ROBBERY, ARMED WITH A DANGEROUS WEAPON",Sunday,02/28/2016 12:00:00 AM,15:00,MISSION,NONE,19TH ST / FOLSOM ST,-122.4148451,37.76050007,"(37.7605000725995, -122.414845139206)",1.60287E+13
160286609,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,04-07-2016 00:00,11:00,NORTHERN,NONE,2400 Block of BAY ST,-122.4472152,37.80165457,"(37.8016545655556, -122.447215206842)",1.60287E+13
160286615,OTHER OFFENSES,RESISTING ARREST,Thursday,04-07-2016 00:00,12:00,BAYVIEW,NONE,QUINT ST / MADDUX AV,-122.3982093,37.73530801,"(37.7353080060602, -122.398209336548)",1.60287E+13
160286615,OTHER OFFENSES,OBSTRUCTIONS ON STREETS/SIDEWALKS,Thursday,04-07-2016 00:00,12:00,BAYVIEW,NONE,QUINT ST / MADDUX AV,-122.3982093,37.73530801,"(37.7353080060602, -122.398209336548)",1.60287E+13
160286615,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Thursday,04-07-2016 00:00,12:00,BAYVIEW,NONE,QUINT ST / MADDUX AV,-122.3982093,37.73530801,"(37.7353080060602, -122.398209336548)",1.60287E+13
160286637,OTHER OFFENSES,HARASSING PHONE CALLS,Wednesday,04-06-2016 00:00,10:30,INGLESIDE,NONE,100 Block of BRENTWOOD AV,-122.457773,37.73383272,"(37.7338327209824, -122.457772962395)",1.60287E+13
160286728,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,04-07-2016 00:00,13:50,CENTRAL,"ARREST, BOOKED",TAYLOR ST / SACRAMENTO ST,-122.4126532,37.79255091,"(37.7925509103928, -122.412653223062)",1.60287E+13
160286734,NON-CRIMINAL,FIRE REPORT,Thursday,04-07-2016 00:00,12:15,MISSION,NONE,100 Block of JULIAN AV,-122.4209085,37.76577666,"(37.7657766621198, -122.420908468984)",1.60287E+13
160286740,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,03/26/2016 12:00:00 AM,12:00,MISSION,NONE,3800 Block of 18TH ST,-122.4294904,37.76127601,"(37.7612760129993, -122.429490357681)",1.60287E+13
160286762,NON-CRIMINAL,FOUND PROPERTY,Thursday,04-07-2016 00:00,11:40,BAYVIEW,NONE,100 Block of GIRARD ST,-122.4057671,37.7303818,"(37.7303818048919, -122.405767121533)",1.60287E+13
160286778,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Monday,04-04-2016 00:00,22:13,MISSION,NONE,100 Block of SHOTWELL ST,-122.4163975,37.76604924,"(37.7660492415927, -122.416397509503)",1.60287E+13
160286825,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,04-07-2016 00:00,13:55,TENDERLOIN,NONE,100 Block of TAYLOR ST,-122.4107917,37.78369523,"(37.7836952269749, -122.410791677645)",1.60287E+13
160286881,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,04-05-2016 00:00,08:00,INGLESIDE,NONE,100 Block of PERSIA AV,-122.4347643,37.72261614,"(37.7226161363136, -122.434764286692)",1.60287E+13
160286881,MISSING PERSON,FOUND PERSON,Tuesday,04-05-2016 00:00,08:00,INGLESIDE,NONE,100 Block of PERSIA AV,-122.4347643,37.72261614,"(37.7226161363136, -122.434764286692)",1.60287E+13
160143742,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Wednesday,02/17/2016 12:00:00 AM,23:43,MISSION,"ARREST, BOOKED",3100 Block of 16TH ST,-122.4230017,37.76490508,"(37.7649050761616, -122.423001696251)",1.60144E+13
160143764,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Thursday,02/18/2016 12:00:00 AM,00:08,INGLESIDE,"ARREST, BOOKED",GENEVA AV / NAPLES ST,-122.4361771,37.71420894,"(37.7142089386085, -122.436177137685)",1.60144E+13
160143770,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Wednesday,02/17/2016 12:00:00 AM,23:46,NORTHERN,"ARREST, BOOKED",LARKIN ST / TURK ST,-122.4173405,37.7823799,"(37.7823798970477, -122.417340533228)",1.60144E+13
160143786,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,02/18/2016 12:00:00 AM,00:01,CENTRAL,"ARREST, BOOKED",2100 Block of STOCKTON ST,-122.4101507,37.80558053,"(37.8055805271312, -122.410150652629)",1.60144E+13
160143792,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,02/18/2016 12:00:00 AM,00:25,RICHMOND,"ARREST, BOOKED",BRODERICK ST / SUTTER ST,-122.4415403,37.78503569,"(37.7850356913294, -122.441540269198)",1.60144E+13
160143805,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Wednesday,02/17/2016 12:00:00 AM,23:49,RICHMOND,NONE,600 Block of 3RD AV,-122.4606582,37.77643393,"(37.7764339282581, -122.460658164087)",1.60144E+13
160286950,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,04-06-2016 00:00,18:30,INGLESIDE,NONE,700 Block of PORTOLA DR,-122.4537258,37.74422092,"(37.7442209162424, -122.453725754435)",1.60287E+13
160286972,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,04-06-2016 00:00,22:00,INGLESIDE,NONE,0 Block of BACHE ST,-122.4175939,37.73443931,"(37.7344393109737, -122.417593854746)",1.60287E+13
160287005,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,04-07-2016 00:00,14:45,MISSION,NONE,2200 Block of MARKET ST,-122.432198,37.76511073,"(37.7651107322703, -122.432198022433)",1.60287E+13
160287011,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,03/18/2016 12:00:00 AM,00:01,CENTRAL,NONE,200 Block of BAY ST,-122.4111569,37.80597865,"(37.8059786528897, -122.411156854389)",1.60287E+13
160287027,NON-CRIMINAL,FOUND PROPERTY,Saturday,04-02-2016 00:00,10:30,TARAVAL,NONE,100 Block of MADRONE AV,-122.4678894,37.74073037,"(37.7407303736895, -122.467889350061)",1.60287E+13
160143883,ASSAULT,BATTERY,Thursday,02/18/2016 12:00:00 AM,03:30,PARK,"ARREST, BOOKED",400 Block of PARNASSUS AV,-122.4582208,37.7633124,"(37.7633123961354, -122.458220811697)",1.60144E+13
160143899,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Wednesday,02/17/2016 12:00:00 AM,21:00,RICHMOND,NONE,600 Block of 30TH AV,-122.4898128,37.77697557,"(37.7769755689381, -122.4898128482)",1.60144E+13
160247689,LARCENY/THEFT,THEFT FROM MERCHANT OR LIBRARY,Sunday,03/20/2016 12:00:00 AM,14:30,NORTHERN,NONE,2100 Block of CHESTNUT ST,-122.4387233,37.80055836,"(37.8005583558889, -122.43872325496)",1.60248E+13
160247708,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,03/22/2016 12:00:00 AM,20:30,NORTHERN,NONE,PINE ST / VANNESS AV,-122.4221395,37.78941076,"(37.7894107633457, -122.422139511488)",1.60248E+13
160287049,"SEX OFFENSES, FORCIBLE",ENGAGING IN LEWD ACT,Tuesday,04-05-2016 00:00,14:15,NORTHERN,NONE,POLK ST / FRANCISCO ST,-122.4232775,37.80341242,"(37.8034124225745, -122.423277496376)",1.60287E+13
160287055,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Thursday,04-07-2016 00:00,14:15,CENTRAL,NONE,0 Block of KEARNY ST,-122.4035529,37.78867497,"(37.7886749669059, -122.403552860945)",1.60287E+13
160287083,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Thursday,04-07-2016 00:00,14:45,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835,"(37.7985083480435, -122.409791662293)",1.60287E+13
160287099,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Thursday,04-07-2016 00:00,15:15,CENTRAL,NONE,700 Block of VALLEJO ST,-122.4097917,37.79850835,"(37.7985083480435, -122.409791662293)",1.60287E+13
160287102,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,04-07-2016 00:00,15:25,SOUTHERN,"ARREST, BOOKED",BRYANT ST / 2ND ST,-122.3936227,37.78307912,"(37.7830791191471, -122.393622739343)",1.60287E+13
160287196,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Thursday,04-07-2016 00:00,15:17,SOUTHERN,"ARREST, BOOKED",TOWNSEND ST / 4TH ST,-122.3949859,37.77709095,"(37.7770909534023, -122.394985875925)",1.60287E+13
160287196,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,04-07-2016 00:00,15:17,SOUTHERN,"ARREST, BOOKED",TOWNSEND ST / 4TH ST,-122.3949859,37.77709095,"(37.7770909534023, -122.394985875925)",1.60287E+13
160287215,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,04-07-2016 00:00,15:36,MISSION,NONE,TREAT AV / HARRISON ST,-122.4131076,37.76544802,"(37.7654480179442, -122.413107622691)",1.60287E+13
160287237,ASSAULT,ATTEMPTED HOMICIDE WITH A GUN,Thursday,04-07-2016 00:00,15:49,NORTHERN,"ARREST, BOOKED",900 Block of MCALLISTER ST,-122.4284423,37.77899828,"(37.7789982847524, -122.428442307611)",1.60287E+13
160287237,SECONDARY CODES,GANG ACTIVITY,Thursday,04-07-2016 00:00,15:49,NORTHERN,"ARREST, BOOKED",900 Block of MCALLISTER ST,-122.4284423,37.77899828,"(37.7789982847524, -122.428442307611)",1.60287E+13
160287237,WARRANTS,WARRANT ARREST,Thursday,04-07-2016 00:00,15:49,NORTHERN,"ARREST, BOOKED",900 Block of MCALLISTER ST,-122.4284423,37.77899828,"(37.7789982847524, -122.428442307611)",1.60287E+13
160287306,WARRANTS,WARRANT ARREST,Thursday,04-07-2016 00:00,14:30,CENTRAL,"ARREST, BOOKED",300 Block of BAY ST,-122.4128038,37.80577399,"(37.8057739875696, -122.412803753)",1.60287E+13
160287334,"SEX OFFENSES, FORCIBLE",SEXUAL BATTERY,Wednesday,04-06-2016 00:00,13:15,INGLESIDE,NONE,MISSION ST / SILVER AV,-122.431295,37.72872979,"(37.7287297938303, -122.431295002963)",1.60287E+13
160287384,FRAUD,"CREDIT CARD, THEFT BY USE OF",Monday,03/14/2016 12:00:00 AM,00:01,TARAVAL,NONE,4100 Block of NORIEGA ST,-122.5079937,37.75279462,"(37.7527946244713, -122.507993743835)",1.60287E+13
160287475,OTHER OFFENSES,TRAFFIC VIOLATION,Thursday,04-07-2016 00:00,17:42,NORTHERN,"ARREST, BOOKED",BAY ST / LARKIN ST,-122.4218187,37.80456518,"(37.8045651817046, -122.421818673368)",1.60287E+13
160287481,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Thursday,04-07-2016 00:00,13:55,INGLESIDE,NONE,OSHAUGHNESSY BL / PORTOLA DR,-122.4516229,37.74553304,"(37.745533043349, -122.451622869572)",1.60287E+13
160287516,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE,Friday,04-01-2016 00:00,00:01,NORTHERN,NONE,1300 Block of LARKIN ST,-122.4188729,37.79032688,"(37.7903268780521, -122.418872948234)",1.60288E+13
160287522,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Thursday,04-07-2016 00:00,17:08,SOUTHERN,NONE,100 Block of 9TH ST,-122.4139805,37.77556873,"(37.7755687325824, -122.413980520967)",1.60288E+13
160287538,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Thursday,04-07-2016 00:00,18:05,TENDERLOIN,NONE,300 Block of EDDY ST,-122.4129305,37.78383444,"(37.7838344374141, -122.412930522059)",1.60288E+13
160287544,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Thursday,04-07-2016 00:00,17:13,MISSION,"ARREST, BOOKED",2400 Block of MARKET ST,-122.4356643,37.76231916,"(37.762319163767, -122.435664298117)",1.60288E+13
160287550,DRUG/NARCOTIC,POSSESSION OF HEROIN FOR SALES,Thursday,04-07-2016 00:00,17:06,TENDERLOIN,"ARREST, BOOKED",0 Block of MCALLISTER ST,-122.4134013,37.78090608,"(37.780906077687, -122.413401299155)",1.60288E+13
160287685,NON-CRIMINAL,LOST PROPERTY,Thursday,04-07-2016 00:00,16:30,CENTRAL,NONE,200 Block of GEARY ST,-122.407435,37.78751587,"(37.7875158741623, -122.407434989523)",1.60288E+13
160287691,OTHER OFFENSES,"FRAUDULENT GAME OR TRICK, OBTAINING MONEY OR PROPERTY",Monday,04-04-2016 00:00,13:00,RICHMOND,NONE,400 Block of 25TH AV,-122.4847328,37.78104369,"(37.7810436949235, -122.484732809797)",1.60288E+13
160287691,SECONDARY CODES,DOMESTIC VIOLENCE,Monday,04-04-2016 00:00,13:00,RICHMOND,NONE,400 Block of 25TH AV,-122.4847328,37.78104369,"(37.7810436949235, -122.484732809797)",1.60288E+13
160287691,OTHER OFFENSES,HARASSING PHONE CALLS,Monday,04-04-2016 00:00,13:00,RICHMOND,NONE,400 Block of 25TH AV,-122.4847328,37.78104369,"(37.7810436949235, -122.484732809797)",1.60288E+13
160287704,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Thursday,04-07-2016 00:00,18:00,NORTHERN,"ARREST, BOOKED",500 Block of VANNESS AV,-122.4201321,37.78034304,"(37.7803430365381, -122.42013210843)",1.60288E+13
160287732,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,04-02-2016 00:00,16:00,BAYVIEW,NONE,600 Block of 20TH ST,-122.3880773,37.76057482,"(37.7605748200898, -122.388077276848)",1.60288E+13
160287782,WARRANTS,WARRANT ARREST,Thursday,04-07-2016 00:00,18:27,PARK,"ARREST, BOOKED",700 Block of STANYAN ST,-122.4533763,37.76871427,"(37.7687142722405, -122.453376250788)",1.60288E+13
160287798,VEHICLE THEFT,STOLEN TRUCK,Saturday,04-02-2016 00:00,21:30,MISSION,NONE,1500 Block of BRYANT ST,-122.4106001,37.76753256,"(37.7675325594031, -122.410600103463)",1.60288E+13
160287942,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,04-07-2016 00:00,15:00,TARAVAL,NONE,1500 Block of JUDAH ST,-122.4786055,37.76157424,"(37.7615742426174, -122.478605544673)",1.60288E+13
160287958,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,04-07-2016 00:00,18:25,NORTHERN,NONE,HAYES ST / OCTAVIA ST,-122.4246235,37.776674,"(37.7766740025224, -122.424623480779)",1.60288E+13
